Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,Sex,Age,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF,HBName,Year,Quarter_single
2019Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,90 years and over,1954,5947,3.043500512,NA,1969,29190,14.82478415,NA,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,90 years and over,1971,5130,2.602739726,NA,1925,26815,13.92987013,NA,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,90 years and over,2189,6231,2.846505254,NA,2126,28985,13.6335842,NA,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,90 years and over,1976,5899,2.985323887,NA,2096,31760,15.15267176,NA,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,90 years and over,1529,3793,2.480706344,NA,1451,19829,13.66574776,NA,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,90 years and over,1864,4866,2.610515021,NA,1776,22680,12.77027027,NA,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,90 years and over,2001,5676,2.836581709,NA,1951,25437,13.03792927,NA,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,90 years and over,1903,6725,3.533893852,NA,1874,29894,15.95197439,NA,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,90 years and over,2000,5184,2.592,NA,1989,27827,13.99044746,NA,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,90 years and over,1970,5631,2.858375635,NA,1903,24988,13.13084603,NA,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,90 years and over,2031,6376,3.139340226,NA,1994,29891,14.99047141,NA,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,90 years and over,1987,7618,3.833920483,NA,1935,30908,15.97312661,NA,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,90 years and over,1967,7577,3.852058973,NA,1938,33643,17.35964912,NA,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,90 years and over,1943,6876,3.538857437,NA,1904,31579,16.58560924,NA,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,90 years and over,2133,7251,3.399437412,NA,2163,35213,16.27970411,NA,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,0-9 years,303,1761,5.811881188,NA,0,0,NA,z,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,0-9 years,257,1490,5.79766537,NA,0,0,NA,z,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,0-9 years,339,2292,6.761061947,NA,0,0,NA,z,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,0-9 years,270,1426,5.281481481,NA,0,0,NA,z,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,0-9 years,307,1695,5.521172638,NA,0,0,NA,z,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,0-9 years,288,1716,5.958333333,NA,0,0,NA,z,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,0-9 years,309,2239,7.245954693,NA,0,0,NA,z,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,0-9 years,323,1986,6.148606811,NA,0,0,NA,z,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,0-9 years,302,2129,7.049668874,NA,0,0,NA,z,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,0-9 years,267,1541,5.771535581,NA,0,0,NA,z,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,0-9 years,211,1236,5.857819905,NA,0,0,NA,z,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,0-9 years,233,1444,6.197424893,NA,0,0,NA,z,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,0-9 years,249,1486,5.967871486,NA,0,0,NA,z,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,0-9 years,240,1625,6.770833333,NA,0,0,NA,z,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,0-9 years,253,1661,6.565217391,NA,0,0,NA,z,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,0-9 years,225,1088,4.835555556,NA,0,0,NA,z,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,0-9 years,264,1769,6.700757576,NA,0,0,NA,z,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,0-9 years,267,2083,7.801498127,NA,0,0,NA,z,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,0-9 years,290,1941,6.693103448,NA,0,0,NA,z,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,0-9 years,284,1498,5.274647887,NA,0,0,NA,z,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Transfers,NA,Female,0-9 years,325,1988,6.116923077,NA,0,0,NA,z,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,10-19 years,655,2121,3.238167939,NA,0,0,NA,z,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,10-19 years,606,1559,2.572607261,NA,0,0,NA,z,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,10-19 years,601,2121,3.529118136,NA,0,0,NA,z,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,10-19 years,647,1528,2.361669243,NA,0,0,NA,z,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,10-19 years,621,1945,3.132045089,NA,0,0,NA,z,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,10-19 years,661,2202,3.331316188,NA,0,0,NA,z,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,10-19 years,690,1772,2.568115942,NA,0,0,NA,z,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,10-19 years,721,2024,2.807212205,NA,0,0,NA,z,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,10-19 years,703,1688,2.40113798,NA,0,0,NA,z,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,10-19 years,638,1988,3.115987461,NA,0,0,NA,z,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,10-19 years,412,1011,2.453883495,NA,0,0,NA,z,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,10-19 years,460,1102,2.395652174,NA,0,0,NA,z,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,10-19 years,532,1378,2.590225564,NA,0,0,NA,z,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,10-19 years,476,1140,2.394957983,NA,0,0,NA,z,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,10-19 years,590,1760,2.983050847,NA,0,0,NA,z,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,10-19 years,520,1594,3.065384615,NA,0,0,NA,z,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,10-19 years,535,1628,3.042990654,NA,0,0,NA,z,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,10-19 years,492,1499,3.046747967,NA,0,0,NA,z,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,10-19 years,572,1988,3.475524476,NA,0,0,NA,z,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,10-19 years,562,1732,3.081850534,NA,0,0,NA,z,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Transfers,NA,Female,10-19 years,494,1544,3.125506073,NA,0,0,NA,z,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,20-29 years,1718,5088,2.961583236,NA,0,0,NA,z,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,20-29 years,1658,4842,2.920386007,NA,0,0,NA,z,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,20-29 years,1769,5601,3.166195591,NA,0,0,NA,z,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,20-29 years,1841,5279,2.867463335,NA,0,0,NA,z,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,20-29 years,1829,5030,2.750136687,NA,0,0,NA,z,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,20-29 years,1783,4703,2.637689288,NA,0,0,NA,z,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,20-29 years,1989,6152,3.093011564,NA,0,0,NA,z,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,20-29 years,2121,6390,3.012729844,NA,0,0,NA,z,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,20-29 years,1857,5385,2.899838449,NA,0,0,NA,z,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,20-29 years,1784,5617,3.148542601,NA,0,0,NA,z,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,20-29 years,1441,3760,2.609299098,NA,0,0,NA,z,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,20-29 years,1689,5171,3.061574896,NA,0,0,NA,z,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,20-29 years,1583,4632,2.926089703,NA,0,0,NA,z,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,20-29 years,1485,3898,2.624915825,NA,0,0,NA,z,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,20-29 years,1846,5096,2.76056338,NA,0,0,NA,z,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,20-29 years,1817,4824,2.654925702,NA,0,0,NA,z,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,20-29 years,1522,4518,2.968462549,NA,0,0,NA,z,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,20-29 years,1480,3964,2.678378378,NA,0,0,NA,z,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,20-29 years,1491,4941,3.3138833,NA,0,0,NA,z,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,20-29 years,1531,3969,2.592423253,NA,0,0,NA,z,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Transfers,NA,Female,20-29 years,1577,4063,2.576410907,NA,0,0,NA,z,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,30-39 years,2300,7537,3.276956522,NA,0,0,NA,z,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,30-39 years,2261,7453,3.296329058,NA,0,0,NA,z,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,30-39 years,2283,8701,3.811213316,NA,0,0,NA,z,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,30-39 years,2302,7306,3.173761946,NA,0,0,NA,z,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,30-39 years,2324,8558,3.682444062,NA,0,0,NA,z,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,30-39 years,2354,8102,3.441801189,NA,0,0,NA,z,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,30-39 years,2539,9585,3.77510831,NA,0,0,NA,z,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,30-39 years,2631,9215,3.502470544,NA,0,0,NA,z,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,30-39 years,2585,8728,3.376402321,NA,0,0,NA,z,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,30-39 years,2480,8598,3.466935484,NA,0,0,NA,z,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,30-39 years,1980,5926,2.992929293,NA,0,0,NA,z,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,30-39 years,2445,7616,3.114928425,NA,0,0,NA,z,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,30-39 years,2361,8495,3.598051673,NA,0,0,NA,z,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,30-39 years,2327,6630,2.849162011,NA,0,0,NA,z,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,30-39 years,2699,8437,3.125972582,NA,0,0,NA,z,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,30-39 years,2684,8576,3.195230999,NA,0,0,NA,z,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,30-39 years,2373,8752,3.688158449,NA,0,0,NA,z,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,30-39 years,2315,8238,3.558531317,NA,0,0,NA,z,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,30-39 years,2307,8523,3.694408322,NA,0,0,NA,z,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,30-39 years,2446,8599,3.5155355680000002,NA,0,0,NA,z,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Transfers,NA,Female,30-39 years,2293,7892,3.441779328,NA,0,0,NA,z,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,40-49 years,3218,12962,4.027967682,NA,0,0,NA,z,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,40-49 years,3309,14660,4.430341493,NA,0,0,NA,z,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,40-49 years,3281,13892,4.234074977,NA,0,0,NA,z,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,40-49 years,3263,16921,5.185718664,NA,0,0,NA,z,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,40-49 years,3244,13683,4.217940814,NA,0,0,NA,z,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,40-49 years,3387,13737,4.055801594,NA,0,0,NA,z,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,40-49 years,3398,12932,3.805768099,NA,0,0,NA,z,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,40-49 years,3624,14177,3.911975717,NA,0,0,NA,z,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,40-49 years,3592,13800,3.841870824,NA,0,0,NA,z,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,40-49 years,3163,13274,4.196648751,NA,0,0,NA,z,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,40-49 years,2663,9407,3.532482163,NA,0,0,NA,z,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,40-49 years,3318,12521,3.773658831,NA,0,0,NA,z,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,40-49 years,3130,13104,4.18658147,NA,0,0,NA,z,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,40-49 years,3165,12387,3.913744076,NA,0,0,NA,z,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,40-49 years,3721,13768,3.700080623,NA,0,0,NA,z,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,40-49 years,3404,13732,4.034077556,NA,0,0,NA,z,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,40-49 years,3321,13497,4.064137308,NA,0,0,NA,z,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,40-49 years,3003,13161,4.382617383,NA,0,0,NA,z,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,40-49 years,2882,12109,4.201596114,NA,0,0,NA,z,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,40-49 years,3258,13223,4.058624923,NA,0,0,NA,z,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Transfers,NA,Female,40-49 years,3065,13778,4.495269168,NA,0,0,NA,z,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,50-59 years,5845,28125,4.811804962,NA,0,0,NA,z,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,50-59 years,5878,27598,4.695134399,NA,0,0,NA,z,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,50-59 years,5683,26957,4.743445363,NA,0,0,NA,z,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,50-59 years,5942,26825,4.514473241,NA,0,0,NA,z,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,50-59 years,5984,29326,4.900735294,NA,0,0,NA,z,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,50-59 years,6065,27694,4.566199505,NA,0,0,NA,z,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,50-59 years,6108,28068,4.595284872,NA,0,0,NA,z,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,50-59 years,6154,26791,4.353428664,NA,0,0,NA,z,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,50-59 years,6441,28394,4.408321689,NA,0,0,NA,z,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,50-59 years,6132,28952,4.721461187,NA,0,0,NA,z,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,50-59 years,5189,21926,4.225476971,NA,0,0,NA,z,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,50-59 years,5974,25574,4.28088383,NA,0,0,NA,z,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,50-59 years,6172,27663,4.482015554,NA,0,0,NA,z,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,50-59 years,6225,28768,4.621365462,NA,0,0,NA,z,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,50-59 years,6538,30300,4.634444784,NA,0,0,NA,z,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,50-59 years,6361,30249,4.755384374,NA,0,0,NA,z,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,50-59 years,6040,30609,5.067715232,NA,0,0,NA,z,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,50-59 years,5743,27867,4.8523419820000004,NA,0,0,NA,z,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,50-59 years,6091,28688,4.709899852,NA,0,0,NA,z,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,50-59 years,5908,30278,5.124915369,NA,0,0,NA,z,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Transfers,NA,Female,50-59 years,5914,28027,4.739093676,NA,0,0,NA,z,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,60-69 years,7967,47577,5.971758504,NA,0,0,NA,z,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,60-69 years,8414,46295,5.502139292,NA,0,0,NA,z,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,60-69 years,7950,44811,5.636603774,NA,0,0,NA,z,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,60-69 years,7768,41470,5.338568486,NA,0,0,NA,z,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,60-69 years,8343,45362,5.437132926,NA,0,0,NA,z,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,60-69 years,8404,45923,5.464421704,NA,0,0,NA,z,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,60-69 years,8675,49325,5.685878963,NA,0,0,NA,z,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,60-69 years,8629,46829,5.426932437,NA,0,0,NA,z,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,60-69 years,9436,47182,5.000211954,NA,0,0,NA,z,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,60-69 years,8790,51084,5.811604096,NA,0,0,NA,z,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,60-69 years,7147,33310,4.660696796,NA,0,0,NA,z,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,60-69 years,8180,40947,5.005745721,NA,0,0,NA,z,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,60-69 years,8141,41712,5.123694878,NA,0,0,NA,z,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,60-69 years,8137,41540,5.105075581,NA,0,0,NA,z,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,60-69 years,8645,42067,4.86604974,NA,0,0,NA,z,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,60-69 years,8955,46639,5.20815187,NA,0,0,NA,z,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,60-69 years,8940,48804,5.459060403,NA,0,0,NA,z,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,60-69 years,8573,45285,5.282281582,NA,0,0,NA,z,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,60-69 years,9143,49443,5.407743629,NA,0,0,NA,z,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,60-69 years,9040,48877,5.406747788,NA,0,0,NA,z,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Transfers,NA,Female,60-69 years,9063,48575,5.359704292,NA,0,0,NA,z,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,70-79 years,12592,86781,6.891756671,NA,0,0,NA,z,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,70-79 years,13383,87426,6.532616005,NA,0,0,NA,z,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,70-79 years,12423,83900,6.753602189,NA,0,0,NA,z,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,70-79 years,11884,79052,6.651969034,NA,0,0,NA,z,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,70-79 years,12883,83699,6.496856322,NA,0,0,NA,z,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,70-79 years,12798,82281,6.429207689,NA,0,0,NA,z,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,70-79 years,13048,83409,6.392473942,NA,0,0,NA,z,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,70-79 years,13693,84379,6.162199664,NA,0,0,NA,z,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,70-79 years,14267,89281,6.257867807,NA,0,0,NA,z,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,70-79 years,13690,91171,6.659678598,NA,0,0,NA,z,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,70-79 years,10598,61132,5.768258162,NA,0,0,NA,z,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,70-79 years,12632,70716,5.598163395,NA,0,0,NA,z,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,70-79 years,12890,77409,6.005352987,NA,0,0,NA,z,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,70-79 years,12758,78214,6.130584731,NA,0,0,NA,z,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,70-79 years,13481,77453,5.745345301,NA,0,0,NA,z,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,70-79 years,13213,80472,6.090365549,NA,0,0,NA,z,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,70-79 years,13596,88208,6.487790527,NA,0,0,NA,z,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,70-79 years,12821,84408,6.583573824,NA,0,0,NA,z,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,70-79 years,13549,88515,6.532954462,NA,0,0,NA,z,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,70-79 years,13372,85898,6.423721208,NA,0,0,NA,z,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Transfers,NA,Female,70-79 years,13791,89476,6.48799942,NA,0,0,NA,z,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,80-89 years,14964,121876,8.14461374,NA,0,0,NA,z,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,80-89 years,15513,131815,8.497066976,NA,0,0,NA,z,NA,2018,Q1
